2025-07-10 15:42:45 | logger | INFO | get_logger:150 | Logger initialized for module: logger
2025-07-15 11:40:40 | reports.base | INFO | wrapper:276 | Function run_report executed in 5.348 seconds
2025-07-15 12:07:31 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-15 12:07:31 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-15 12:07:31 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-15 12:07:31 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-15 12:07:31 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-15 12:07:31 | ContentQualityReport | INFO | get_logger:150 | Logger initialized for module: ContentQualityReport
2025-07-15 12:07:31 | ContentQualityReport | INFO | __init__:34 | Initialized ContentQualityReport with 15253 records
2025-07-15 12:07:31 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-15 12:07:31 | reports.content_quality | INFO | get_logger:150 | Logger initialized for module: reports.content_quality
2025-07-15 12:07:32 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-15 12:07:32 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-15 12:07:32 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-15 12:07:32 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-15 12:07:32 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-15 12:07:33 | ClientMappingReport | INFO | get_logger:150 | Logger initialized for module: ClientMappingReport
2025-07-15 12:07:33 | ClientMappingReport | INFO | __init__:34 | Initialized ClientMappingReport with 15253 records
2025-07-15 12:07:33 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-15 12:07:33 | reports.client_mapping | INFO | get_logger:150 | Logger initialized for module: reports.client_mapping
2025-07-15 12:07:34 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-15 12:07:34 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-15 12:07:34 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-15 12:07:34 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-15 12:07:34 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-15 12:07:35 | ResponsivenessReport | INFO | get_logger:150 | Logger initialized for module: ResponsivenessReport
2025-07-15 12:07:35 | ResponsivenessReport | INFO | __init__:34 | Initialized ResponsivenessReport with 15253 records
2025-07-15 12:07:35 | ClientMappingReport | INFO | _extract_client_domains:102 | Extracted domains for 15253 records, 172 unique client domains
2025-07-15 12:07:35 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-15 12:07:35 | ClientMappingReport | INFO | _create_communication_matrix:206 | Created communication matrix with 172 client domains
2025-07-15 12:07:35 | reports.responsiveness | INFO | get_logger:150 | Logger initialized for module: reports.responsiveness
2025-07-15 12:07:36 | ContentQualityReport | INFO | _calculate_substance_scores:116 | Calculated substance scores for 15253 emails
2025-07-15 12:07:36 | ClientMappingReport | INFO | _analyze_engagement_gaps:279 | Engagement gap analysis completed: 0 clients with meeting/email gaps
2025-07-15 12:07:36 | ResponsivenessReport | INFO | _calculate_response_times:113 | Calculated response times for 2008 email exchanges
2025-07-15 12:07:36 | ResponsivenessReport | INFO | _calculate_response_statistics:163 | Response statistics calculated: avg 22.1 hrs, median 3.7 hrs
2025-07-15 12:07:36 | ResponsivenessReport | INFO | generate_analysis:72 | Responsiveness analysis completed: 15253 emails analyzed, 2008 with calculable response times
2025-07-15 12:07:36 | reports.responsiveness | INFO | wrapper:276 | Function generate_analysis executed in 0.449 seconds
2025-07-15 12:07:36 | ContentQualityReport | INFO | generate_analysis:73 | Content quality analysis completed: 15253 emails analyzed, avg score 6.24
2025-07-15 12:07:36 | reports.responsiveness | INFO | get_logger:150 | Logger initialized for module: reports.responsiveness
2025-07-15 12:07:36 | reports.content_quality | INFO | wrapper:276 | Function generate_analysis executed in 5.181 seconds
2025-07-15 12:07:36 | ClientMappingReport | INFO | generate_analysis:74 | Client mapping analysis completed: 172 unique client domains identified
2025-07-15 12:07:36 | reports.client_mapping | INFO | wrapper:276 | Function generate_analysis executed in 2.595 seconds
2025-07-15 12:07:36 | ResponsivenessReport | INFO | _calculate_response_times:113 | Calculated response times for 2008 email exchanges
2025-07-15 12:07:36 | ResponsivenessReport | INFO | _calculate_response_statistics:163 | Response statistics calculated: avg 22.1 hrs, median 3.7 hrs
2025-07-15 12:07:36 | ResponsivenessReport | INFO | generate_analysis:72 | Responsiveness analysis completed: 15253 emails analyzed, 2008 with calculable response times
2025-07-15 12:07:36 | reports.responsiveness | INFO | wrapper:276 | Function generate_analysis executed in 0.236 seconds
2025-07-15 12:07:36 | ResponsivenessReport | INFO | export_results:253 | Export prepared for responsiveness_report
2025-07-15 12:07:36 | ResponsivenessReport | INFO | run_report:312 | Report execution completed successfully
2025-07-15 12:07:36 | reports.base | INFO | wrapper:276 | Function run_report executed in 1.157 seconds
2025-07-15 12:07:44 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-15 12:07:44 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-15 12:07:44 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-15 12:07:44 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-15 12:07:44 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-15 14:51:59 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-15 14:51:59 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-15 14:51:59 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-15 14:51:59 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-15 14:51:59 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-15 14:51:59 | ContentQualityReport | INFO | get_logger:150 | Logger initialized for module: ContentQualityReport
2025-07-15 14:51:59 | ContentQualityReport | INFO | __init__:34 | Initialized ContentQualityReport with 15253 records
2025-07-15 14:51:59 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-15 14:51:59 | reports.content_quality | INFO | get_logger:150 | Logger initialized for module: reports.content_quality
2025-07-15 14:52:01 | ContentQualityReport | INFO | _calculate_substance_scores:116 | Calculated substance scores for 15253 emails
2025-07-15 14:52:02 | ContentQualityReport | INFO | generate_analysis:73 | Content quality analysis completed: 15253 emails analyzed, avg score 6.24
2025-07-15 14:52:02 | reports.content_quality | INFO | wrapper:276 | Function generate_analysis executed in 2.283 seconds
2025-07-15 14:52:02 | reports.content_quality | INFO | get_logger:150 | Logger initialized for module: reports.content_quality
2025-07-15 14:52:03 | ContentQualityReport | INFO | _calculate_substance_scores:116 | Calculated substance scores for 15253 emails
2025-07-15 14:52:03 | ContentQualityReport | INFO | generate_analysis:73 | Content quality analysis completed: 15253 emails analyzed, avg score 6.24
2025-07-15 14:52:03 | reports.content_quality | INFO | wrapper:276 | Function generate_analysis executed in 1.875 seconds
2025-07-15 14:52:04 | ContentQualityReport | INFO | export_results:253 | Export prepared for contentquality_report
2025-07-15 14:52:04 | ContentQualityReport | INFO | run_report:312 | Report execution completed successfully
2025-07-15 14:52:04 | reports.base | INFO | wrapper:276 | Function run_report executed in 4.495 seconds
2025-07-16 11:20:32 | logger | INFO | get_logger:150 | Logger initialized for module: logger
2025-07-16 11:20:32 | logger | INFO | <module>:293 | Logging system initialized successfully
2025-07-16 11:20:33 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:20:33 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:20:33 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:20:33 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:20:33 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:20:37 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:20:37 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:20:37 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:20:37 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:20:37 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:20:37 | __main__ | INFO | _load_data:97 | Starting data loading process
2025-07-16 11:20:37 | ExcelDataLoader | INFO | get_logger:150 | Logger initialized for module: ExcelDataLoader
2025-07-16 11:20:37 | ExcelDataLoader | INFO | __init__:25 | ExcelDataLoader initialized
2025-07-16 11:20:37 | data.loader | INFO | get_logger:150 | Logger initialized for module: data.loader
2025-07-16 11:20:37 | ExcelDataLoader | INFO | load_from_file:52 | Loading Excel file: assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:20:39 | ExcelDataLoader | INFO | _find_header_row:214 | Found header row at index 5 with 100.0% match
2025-07-16 11:20:39 | ExcelDataLoader | INFO | load_from_file:56 | Found headers at row: 5
2025-07-16 11:20:41 | ExcelDataLoader | INFO | load_from_file:61 | Successfully loaded Excel file with shape: (15253, 11)
2025-07-16 11:20:41 | ExcelDataLoader | INFO | _check_required_columns:341 | Found column mappings: ['Meeting Subject -> Meeting Subject', 'Organizer -> Organizer', 'Attendees -> Attendees', 'Email Subject -> Meeting Subject', 'Mail Sender -> Mail Sender', 'Mail Receiver -> Mail Sender', 'Email Body Content -> Email Body Content', 'Direction -> Direction', 'Email Time (BST/GMT) -> Email Time (BST/GMT)', 'Meeting Time (BST/GMT) -> Email Time (BST/GMT)', 'Time Delta (hrs) -> Time Delta (hrs)']
2025-07-16 11:20:41 | ExcelDataLoader | WARNING | _check_data_quality:377 | Found 1746 duplicate records
2025-07-16 11:20:42 | ExcelDataLoader | WARNING | _validate_email_format:409 | Found 15253 invalid email formats in column 'Mail Sender' (100.00%)
2025-07-16 11:20:42 | ExcelDataLoader | WARNING | _validate_email_format:409 | Found 15249 invalid email formats in column 'Mail Receiver' (100.00%)
2025-07-16 11:20:42 | ExcelDataLoader | INFO | _validate_data:172 | Data validation passed for assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:20:42 | data.loader | INFO | wrapper:276 | Function load_from_file executed in 4.682 seconds
2025-07-16 11:20:42 | __main__ | INFO | _load_data:116 | Data loaded from file: assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:20:42 | DataProcessor | INFO | get_logger:150 | Logger initialized for module: DataProcessor
2025-07-16 11:20:42 | DataProcessor | INFO | __init__:24 | DataProcessor initialized
2025-07-16 11:20:42 | data.processor | INFO | get_logger:150 | Logger initialized for module: data.processor
2025-07-16 11:20:42 | DataProcessor | INFO | _clean_column_names:99 | Column name cleaning completed. Renamed 11 columns
2025-07-16 11:20:42 | DataProcessor | INFO | _parse_datetime_column:168 | Successfully parsed Email Time (BST/GMT) with format %Y-%m-%d %H:%M:%S (100.00% success)
2025-07-16 11:20:42 | DataProcessor | INFO | _parse_datetime_column:168 | Successfully parsed Meeting Time (BST/GMT) with format %Y-%m-%d %H:%M:%S (100.00% success)
2025-07-16 11:20:42 | DataProcessor | INFO | _recalculate_time_delta:213 | Time delta statistics - Min: -48.00 hrs, Max: 278.12 hrs, Mean: 3.22 hrs
2025-07-16 11:20:42 | DataProcessor | INFO | _process_datetime_columns:143 | Datetime processing completed
2025-07-16 11:20:42 | DataProcessor | INFO | _clean_text_columns:244 | Text cleaning completed
2025-07-16 11:20:43 | DataProcessor | INFO | _extract_features:297 | Feature extraction completed
2025-07-16 11:20:43 | DataProcessor | WARNING | _validate_processed_data:467 | Found 166 records with extreme time deltas (>168 hrs)
2025-07-16 11:20:43 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Meeting Subject' null rate: 0.01%
2025-07-16 11:20:44 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Email Subject' null rate: 2.69%
2025-07-16 11:20:44 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Meeting Time (BST/GMT)' null rate: 0.00%
2025-07-16 11:20:44 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Email Time (BST/GMT)' null rate: 0.00%
2025-07-16 11:20:44 | DataProcessor | INFO | _log_data_quality_metrics:496 | Unique meetings: 430 (2.82% of total)
2025-07-16 11:20:44 | DataProcessor | INFO | _log_data_quality_metrics:501 | Unique emails: 3898 (25.56% of total)
2025-07-16 11:20:44 | DataProcessor | INFO | process_data:58 | Data processing completed successfully. Final shape: (15253, 24)
2025-07-16 11:20:44 | data.processor | INFO | wrapper:276 | Function process_data executed in 1.977 seconds
2025-07-16 11:20:44 | __main__ | INFO | _load_data:126 | Data processing completed. Shape: (15253, 24)
2025-07-16 11:20:44 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:20:44 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:20:44 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:20:44 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:20:44 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:24 | logger | INFO | get_logger:150 | Logger initialized for module: logger
2025-07-16 11:21:24 | logger | INFO | <module>:293 | Logging system initialized successfully
2025-07-16 11:21:24 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:24 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:24 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:24 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:24 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:28 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:28 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:28 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:28 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:28 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:28 | __main__ | INFO | _load_data:97 | Starting data loading process
2025-07-16 11:21:28 | ExcelDataLoader | INFO | get_logger:150 | Logger initialized for module: ExcelDataLoader
2025-07-16 11:21:28 | ExcelDataLoader | INFO | __init__:25 | ExcelDataLoader initialized
2025-07-16 11:21:28 | data.loader | INFO | get_logger:150 | Logger initialized for module: data.loader
2025-07-16 11:21:28 | ExcelDataLoader | INFO | load_from_file:52 | Loading Excel file: assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:21:29 | ExcelDataLoader | INFO | _find_header_row:214 | Found header row at index 5 with 100.0% match
2025-07-16 11:21:29 | ExcelDataLoader | INFO | load_from_file:56 | Found headers at row: 5
2025-07-16 11:21:31 | logger | INFO | get_logger:150 | Logger initialized for module: logger
2025-07-16 11:21:31 | logger | INFO | <module>:293 | Logging system initialized successfully
2025-07-16 11:21:31 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:31 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:31 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:31 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:31 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:31 | DashboardLayout | ERROR | _render_report_page:402 | Error running report Report 4: ContentQualityReport.__init__() missing 1 required positional argument: 'config'
2025-07-16 11:21:32 | ExcelDataLoader | INFO | load_from_file:61 | Successfully loaded Excel file with shape: (15253, 11)
2025-07-16 11:21:32 | ExcelDataLoader | INFO | _check_required_columns:341 | Found column mappings: ['Meeting Subject -> Meeting Subject', 'Organizer -> Organizer', 'Attendees -> Attendees', 'Email Subject -> Meeting Subject', 'Mail Sender -> Mail Sender', 'Mail Receiver -> Mail Sender', 'Email Body Content -> Email Body Content', 'Direction -> Direction', 'Email Time (BST/GMT) -> Email Time (BST/GMT)', 'Meeting Time (BST/GMT) -> Email Time (BST/GMT)', 'Time Delta (hrs) -> Time Delta (hrs)']
2025-07-16 11:21:32 | ExcelDataLoader | WARNING | _check_data_quality:377 | Found 1746 duplicate records
2025-07-16 11:21:32 | ExcelDataLoader | WARNING | _validate_email_format:409 | Found 15253 invalid email formats in column 'Mail Sender' (100.00%)
2025-07-16 11:21:32 | ExcelDataLoader | WARNING | _validate_email_format:409 | Found 15249 invalid email formats in column 'Mail Receiver' (100.00%)
2025-07-16 11:21:32 | ExcelDataLoader | INFO | _validate_data:172 | Data validation passed for assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:21:32 | data.loader | INFO | wrapper:276 | Function load_from_file executed in 3.428 seconds
2025-07-16 11:21:32 | __main__ | INFO | _load_data:116 | Data loaded from file: assets\excel\MAILBOX ANALYTICS REPORT - Katie Waugh final.xlsx
2025-07-16 11:21:32 | DataProcessor | INFO | get_logger:150 | Logger initialized for module: DataProcessor
2025-07-16 11:21:32 | DataProcessor | INFO | __init__:24 | DataProcessor initialized
2025-07-16 11:21:32 | data.processor | INFO | get_logger:150 | Logger initialized for module: data.processor
2025-07-16 11:21:32 | DataProcessor | INFO | _clean_column_names:99 | Column name cleaning completed. Renamed 11 columns
2025-07-16 11:21:32 | DataProcessor | INFO | _parse_datetime_column:168 | Successfully parsed Email Time (BST/GMT) with format %Y-%m-%d %H:%M:%S (100.00% success)
2025-07-16 11:21:32 | DataProcessor | INFO | _parse_datetime_column:168 | Successfully parsed Meeting Time (BST/GMT) with format %Y-%m-%d %H:%M:%S (100.00% success)
2025-07-16 11:21:32 | DataProcessor | INFO | _recalculate_time_delta:213 | Time delta statistics - Min: -48.00 hrs, Max: 278.12 hrs, Mean: 3.22 hrs
2025-07-16 11:21:32 | DataProcessor | INFO | _process_datetime_columns:143 | Datetime processing completed
2025-07-16 11:21:32 | DataProcessor | INFO | _clean_text_columns:244 | Text cleaning completed
2025-07-16 11:21:34 | DataProcessor | INFO | _extract_features:297 | Feature extraction completed
2025-07-16 11:21:34 | DataProcessor | WARNING | _validate_processed_data:467 | Found 166 records with extreme time deltas (>168 hrs)
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Meeting Subject' null rate: 0.01%
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Email Subject' null rate: 2.69%
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Meeting Time (BST/GMT)' null rate: 0.00%
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:491 | Column 'Email Time (BST/GMT)' null rate: 0.00%
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:496 | Unique meetings: 430 (2.82% of total)
2025-07-16 11:21:34 | DataProcessor | INFO | _log_data_quality_metrics:501 | Unique emails: 3898 (25.56% of total)
2025-07-16 11:21:34 | DataProcessor | INFO | process_data:58 | Data processing completed successfully. Final shape: (15253, 24)
2025-07-16 11:21:34 | data.processor | INFO | wrapper:276 | Function process_data executed in 2.030 seconds
2025-07-16 11:21:34 | __main__ | INFO | _load_data:126 | Data processing completed. Shape: (15253, 24)
2025-07-16 11:21:34 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:34 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:34 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:34 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:34 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:44 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:44 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:44 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:44 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:44 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:44 | DashboardLayout | ERROR | _render_report_page:402 | Error running report Report 4: ContentQualityReport.__init__() missing 1 required positional argument: 'config'
2025-07-16 11:21:48 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:48 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:48 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:48 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:48 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:48 | TrendsReport | INFO | get_logger:150 | Logger initialized for module: TrendsReport
2025-07-16 11:21:48 | TrendsReport | INFO | __init__:34 | Initialized TrendsReport with 15253 records
2025-07-16 11:21:48 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-16 11:21:48 | reports.trends | INFO | get_logger:150 | Logger initialized for module: reports.trends
2025-07-16 11:21:51 | TrendsReport | INFO | _prepare_time_series_data:133 | Prepared time series data with 30093 activities
2025-07-16 11:21:51 | TrendsReport | INFO | _calculate_monthly_trends:204 | Calculated monthly trends for 12 months
2025-07-16 11:21:51 | TrendsReport | INFO | generate_analysis:77 | Trends analysis completed: 12 months of data analyzed
2025-07-16 11:21:51 | reports.trends | INFO | wrapper:276 | Function generate_analysis executed in 2.859 seconds
2025-07-16 11:21:51 | reports.trends | INFO | get_logger:150 | Logger initialized for module: reports.trends
2025-07-16 11:21:52 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:52 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:52 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:52 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:52 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:52 | ClientMappingReport | INFO | get_logger:150 | Logger initialized for module: ClientMappingReport
2025-07-16 11:21:52 | ClientMappingReport | INFO | __init__:34 | Initialized ClientMappingReport with 15253 records
2025-07-16 11:21:53 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-16 11:21:53 | reports.client_mapping | INFO | get_logger:150 | Logger initialized for module: reports.client_mapping
2025-07-16 11:21:54 | ClientMappingReport | INFO | _extract_client_domains:102 | Extracted domains for 15253 records, 172 unique client domains
2025-07-16 11:21:55 | TrendsReport | INFO | _prepare_time_series_data:133 | Prepared time series data with 30093 activities
2025-07-16 11:21:55 | ClientMappingReport | INFO | _create_communication_matrix:206 | Created communication matrix with 172 client domains
2025-07-16 11:21:55 | ClientMappingReport | INFO | _analyze_engagement_gaps:279 | Engagement gap analysis completed: 0 clients with meeting/email gaps
2025-07-16 11:21:55 | TrendsReport | INFO | _calculate_monthly_trends:204 | Calculated monthly trends for 12 months
2025-07-16 11:21:55 | TrendsReport | INFO | generate_analysis:77 | Trends analysis completed: 12 months of data analyzed
2025-07-16 11:21:55 | reports.trends | INFO | wrapper:276 | Function generate_analysis executed in 3.606 seconds
2025-07-16 11:21:55 | ClientMappingReport | INFO | generate_analysis:74 | Client mapping analysis completed: 172 unique client domains identified
2025-07-16 11:21:55 | reports.client_mapping | INFO | wrapper:276 | Function generate_analysis executed in 1.960 seconds
2025-07-16 11:21:55 | reports.client_mapping | INFO | get_logger:150 | Logger initialized for module: reports.client_mapping
2025-07-16 11:21:55 | ClientMappingReport | INFO | _extract_client_domains:102 | Extracted domains for 15253 records, 172 unique client domains
2025-07-16 11:21:55 | ClientMappingReport | INFO | _create_communication_matrix:206 | Created communication matrix with 172 client domains
2025-07-16 11:21:55 | ClientMappingReport | INFO | _analyze_engagement_gaps:279 | Engagement gap analysis completed: 0 clients with meeting/email gaps
2025-07-16 11:21:55 | ClientMappingReport | INFO | generate_analysis:74 | Client mapping analysis completed: 172 unique client domains identified
2025-07-16 11:21:55 | reports.client_mapping | INFO | wrapper:276 | Function generate_analysis executed in 0.542 seconds
2025-07-16 11:21:56 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:56 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:56 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:56 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:56 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:56 | ResponsivenessReport | INFO | get_logger:150 | Logger initialized for module: ResponsivenessReport
2025-07-16 11:21:56 | ResponsivenessReport | INFO | __init__:34 | Initialized ResponsivenessReport with 15253 records
2025-07-16 11:21:56 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-16 11:21:56 | reports.responsiveness | INFO | get_logger:150 | Logger initialized for module: reports.responsiveness
2025-07-16 11:21:56 | ResponsivenessReport | INFO | _calculate_response_times:113 | Calculated response times for 2008 email exchanges
2025-07-16 11:21:56 | ResponsivenessReport | INFO | _calculate_response_statistics:163 | Response statistics calculated: avg 22.1 hrs, median 3.7 hrs
2025-07-16 11:21:56 | ResponsivenessReport | INFO | generate_analysis:72 | Responsiveness analysis completed: 15253 emails analyzed, 2008 with calculable response times
2025-07-16 11:21:56 | reports.responsiveness | INFO | wrapper:276 | Function generate_analysis executed in 0.099 seconds
2025-07-16 11:21:56 | reports.responsiveness | INFO | get_logger:150 | Logger initialized for module: reports.responsiveness
2025-07-16 11:21:56 | ResponsivenessReport | INFO | _calculate_response_times:113 | Calculated response times for 2008 email exchanges
2025-07-16 11:21:56 | ResponsivenessReport | INFO | _calculate_response_statistics:163 | Response statistics calculated: avg 22.1 hrs, median 3.7 hrs
2025-07-16 11:21:56 | ResponsivenessReport | INFO | generate_analysis:72 | Responsiveness analysis completed: 15253 emails analyzed, 2008 with calculable response times
2025-07-16 11:21:56 | reports.responsiveness | INFO | wrapper:276 | Function generate_analysis executed in 0.103 seconds
2025-07-16 11:21:58 | __main__ | INFO | get_logger:150 | Logger initialized for module: __main__
2025-07-16 11:21:58 | __main__ | INFO | __init__:37 | Initializing Excel Dashboard Application
2025-07-16 11:21:58 | DashboardLayout | INFO | get_logger:150 | Logger initialized for module: DashboardLayout
2025-07-16 11:21:58 | DashboardLayout | INFO | __init__:30 | DashboardLayout initialized
2025-07-16 11:21:58 | __main__ | INFO | run:215 | Starting Excel Dashboard Application
2025-07-16 11:21:58 | EngagementReport | INFO | get_logger:150 | Logger initialized for module: EngagementReport
2025-07-16 11:21:58 | EngagementReport | INFO | __init__:34 | Initialized EngagementReport with 15253 records
2025-07-16 11:21:58 | reports.base | INFO | get_logger:150 | Logger initialized for module: reports.base
2025-07-16 11:21:58 | reports.engagement | INFO | get_logger:150 | Logger initialized for module: reports.engagement
2025-07-16 11:21:58 | EngagementReport | INFO | generate_analysis:50 | Found 544 unique meetings
2025-07-16 11:21:58 | EngagementReport | INFO | generate_analysis:105 | Engagement analysis completed: 543/544 meetings have email correspondence (99.8%)
